id,doc,line,mark,ruled_in,reason,zones,fields,values_governed,verdict,reaches,direction,confidence,reader_note,reader_zones,alarming
00282,or/multnomah/gresham/4.0400.corridor.txt,223,4,or/multnomah/gresham,"governs conversion of hotels, motels and commercial buildings to housing; the pod is new construction","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,"Covers conversions of existing hotels, motels and commercial buildings; our pod is new factory-built construction, not a conversion.",,False
00283,or/multnomah/gresham/4.0400.corridor.txt,226,5,or/multnomah/gresham,applies to new multi-family in the SC district; neither the use nor the district is ours,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,narrower,some_zones,stricter,inferred,"On qualifying East Burnside parcels in SC a new multi-dwelling building must include commercial or institutional space, which an all-residential fourplex cannot supply; it turns on whether Gresham counts a four-unit building as Multi-family.",SC,True
00284,or/multnomah/gresham/4.0400.corridor.txt,232,6,or/multnomah/gresham,"requires commercial ground floors on arterials and boulevards in the CC and MC districts, and it marks the Multi-family and Residential Facility cells in those two columns -- neither of which is the use this screens. Both districts read NP for Quadplex regardless. This used to be dismissed on the grounds that CC and MC were not encoded here, which stopped being true when both were encoded on 2026-08-21 and nobody came back to the sentence.","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,narrower,some_zones,stricter,clear,"In CC and MC on an arterial or boulevard, half the ground-floor street frontage must be commercial or institutional, which an all-residential fourplex cannot meet.","CC,MC",True
00285,or/multnomah/gresham/4.0400.corridor.txt,236,7,or/multnomah/gresham,"caps building footprint and commercial floor area in Community Commercial, a district this layer does not encode","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,narrower,some_zones,stricter,clear,"By its own words it caps every building 'regardless of the type of uses within it', so it applies to our pod in Community Commercial, though at roughly 2,000 sq ft of footprint the cap never binds.",CC,True
00286,or/multnomah/gresham/4.0400.corridor.txt,239,8,or/multnomah/gresham,"the same caps for Moderate Commercial, also not encoded here","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,narrower,some_zones,stricter,clear,"The same explicit 'regardless of the type of uses' language caps our building's footprint in Moderate Commercial, far above the size we build.",MC,True
00287,or/multnomah/gresham/4.0400.corridor.txt,243,9,or/multnomah/gresham,"permits affordable housing under Section 10.1700; an election nobody has made, and a permission rather than a limit","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,inferred,"Permits a distinct use category (affordable housing development); our pod is not described as affordable housing, so nothing here changes what it must satisfy.",,False
00288,or/multnomah/gresham/4.0400.corridor.txt,244,10,or/multnomah/gresham,limits Auto-Dependent Uses in Rockwood Town Center; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,"Restricts auto-dependent commercial uses, not a residential building.",,False
00289,or/multnomah/gresham/4.0400.corridor.txt,246,11,or/multnomah/gresham,caps the footprint of buildings occupied entirely by commercial use; the pod is residential,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,Explicitly limited to buildings occupied entirely by commercial uses; our building is entirely residential.,,False
00290,or/multnomah/gresham/4.0400.corridor.txt,248,12,or/multnomah/gresham,"locates commercial uses in the Station Center district; not our use, not our district","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,Locational limit on commercial uses only.,,False
00291,or/multnomah/gresham/4.0400.corridor.txt,251,13,or/multnomah/gresham,prohibits certain Outdoor Commercial uses in SC-RJ and CMU; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,"Concerns Outdoor Commercial uses and their site size, not a dwelling.",,False
00292,or/multnomah/gresham/4.0400.corridor.txt,253,14,or/multnomah/gresham,caps industrial floor area and sets an employee density; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,Floor-area and employee-density limits on industrial uses only.,,False
00293,or/multnomah/gresham/4.0400.corridor.txt,258,15,or/multnomah/gresham,governs waste management uses; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,"The 100-foot separation is imposed on the waste-management use, not on a residential building, so it changes nothing our pod must satisfy.",,False
00294,or/multnomah/gresham/4.0400.corridor.txt,261,16,or/multnomah/gresham,golf courses; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,About golf courses.,,False
00295,or/multnomah/gresham/4.0400.corridor.txt,262,17,or/multnomah/gresham,locates schools in the SC district; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,About schools and their review path.,,False
00296,or/multnomah/gresham/4.0400.corridor.txt,268,18,or/multnomah/gresham,electrical generating facilities; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,About electrical generating facilities.,,False
00297,or/multnomah/gresham/4.0400.corridor.txt,269,19,or/multnomah/gresham,an accessory use to Medical and Civic Uses; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,"The marker sits on the Heliports row in the passage; it concerns an accessory use to medical and civic uses, not a dwelling.",,False
00298,or/multnomah/gresham/4.0400.corridor.txt,270,20,or/multnomah/gresham,"schools in an existing commercial space against schools in new construction, marked on the Schools row","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,About schools and whether they need a Special Use Review.,,False
00299,or/multnomah/gresham/4.0400.corridor.txt,272,21,or/multnomah/gresham,points at Section 10.0900 from a cell in a row this layer does not encode,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,inferred,"The marker sits on the 'Renewable Energy' category heading in the passage (L195), so the additional standards attach to renewable energy systems, not to our building.",,False
00300,or/multnomah/gresham/4.0400.corridor.txt,273,22,or/multnomah/gresham,solar energy standards; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,Use-table footnote on the renewable-energy-system use rows; it limits an energy facility as a use and changes nothing a four-unit attached townhome must satisfy.,,False
00301,or/multnomah/gresham/4.0400.corridor.txt,274,23,or/multnomah/gresham,wind energy standards; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,Use-table footnote on the renewable-energy-system use rows; it limits an energy facility as a use and changes nothing a four-unit attached townhome must satisfy.,,False
00302,or/multnomah/gresham/4.0400.corridor.txt,275,24,or/multnomah/gresham,biomass energy standards; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,Use-table footnote on the renewable-energy-system use rows; it limits an energy facility as a use and changes nothing a four-unit attached townhome must satisfy.,,False
00303,or/multnomah/gresham/4.0400.corridor.txt,276,25,or/multnomah/gresham,geothermal energy standards; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,Use-table footnote on the renewable-energy-system use rows; it limits an energy facility as a use and changes nothing a four-unit attached townhome must satisfy.,,False
00304,or/multnomah/gresham/4.0400.corridor.txt,277,26,or/multnomah/gresham,micro-hydro energy standards; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,Use-table footnote on the renewable-energy-system use rows; it limits an energy facility as a use and changes nothing a four-unit attached townhome must satisfy.,,False
00305,or/multnomah/gresham/4.0400.corridor.txt,278,27,or/multnomah/gresham,points at GRC 9.63.090 from a marijuana-business cell; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,unclear,"An opaque cross-reference; the passage never shows which use row carries note 27, and the note names no dwelling and no dimension, so it cannot be settled either way from its own words.",,False
00306,or/multnomah/gresham/4.0400.corridor.txt,279,28,or/multnomah/gresham,"transitional housing for individuals leaving incarceration facilities is subject to Special Use Review. Marked on the Multi- Family/Shared Housing Facility row label. The pod reads the Quadplex row, which carries only the L1 in DCC and DTM, and the Townhouse row, which is a bare P in all six sub-districts","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,"Applies to transitional housing, a different use, and only adds a review process.",,False
00307,or/multnomah/gresham/4.0400.corridor.txt,280,29,or/multnomah/gresham,one cottage cluster per parent parcel; the pod is not a cottage cluster,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']",['quadplex_allowed'],7,agree,not_ours,,clear,"Limits cottage clusters, which our pod explicitly is not.",,False
00308,or/multnomah/gresham/4.0400.corridor.txt,429,2,or/multnomah/gresham,permits a maximum front or streetside setback of up to 20 feet where enhanced pedestrian amenities are provided; it can only relax the maximum this screen enforces,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,disagree,reaches,looser,clear,"Not use-restricted: it lets any building in the Corridor Districts, ours included, exceed the table maximum front/streetside setback up to 20 feet when pedestrian amenities are provided.",,False
00309,or/multnomah/gresham/4.0400.corridor.txt,431,3,or/multnomah/gresham,raises the maximum front or streetside setback to 30 feet on arterials and boulevards; the encoded 20 is the stricter number and stays,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,disagree,reaches,stricter,inferred,"It applies expressly to a building containing dwelling units and replaces the table maximum front/streetside setback with street-class values; the 5-foot cap on Collector/Community/Local streets, the usual frontage for these lots, is tighter than the table value it displaces.",,True
00310,or/multnomah/gresham/4.0400.corridor.txt,442,4,or/multnomah/gresham,removes the parking maximum for townhouses; a relaxation of a standard that cannot stop a pod fitting,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,disagree,reaches,looser,inferred,"Removes the maximum-parking cap for townhouses; read as reaching our attached four-unit building, though Gresham townhouse notes elsewhere assume one unit per divided lot, which our single-lot pod is not.",,False
00311,or/multnomah/gresham/4.0400.corridor.txt,443,5,or/multnomah/gresham,sets the commercial parking maximum in a mixed-use development; not our use,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,agree,not_ours,,clear,Sets the parking maximum for commercial uses in a mixed-use development; our pod is entirely residential.,,False
00312,or/multnomah/gresham/4.0400.corridor.txt,453,7,or/multnomah/gresham,removes the minimum lot size for duplexes; the pod is four units,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,agree,not_ours,,clear,"Duplex-only relaxation; our building is a fourplex, not a duplex.",,False
00313,or/multnomah/gresham/4.0400.corridor.txt,454,8,or/multnomah/gresham,states the minimum street frontage for duplexes; the pod is four units,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,agree,not_ours,,clear,Sets frontage for duplexes only; our building is a fourplex.,,False
00314,or/multnomah/gresham/4.0400.corridor.txt,457,9,or/multnomah/gresham,removes screening and buffering for townhouses abutting the lower density districts; a relaxation of a standard this screen does not encode,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,disagree,reaches,looser,inferred,"Waives screening and buffering for townhouse development abutting the named residential districts; it reaches an attached four-unit building, but what it waives is a landscape standard a dimensional screen does not hold.",,False
00315,or/multnomah/gresham/4.0400.corridor.txt,458,10,or/multnomah/gresham,"defines where the Central Rockwood Plan Area is; a definition pointing at a map, stating no standard","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,disagree,reaches,neither,clear,Purely definitional: it locates a mapped plan area referenced by the table and moves no number.,,False
00316,or/multnomah/gresham/4.0400.corridor.txt,465,12,or/multnomah/gresham,limits buildings in the Rockwood Design District to four or six stories; the pod is two,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,disagree,reaches,stricter,inferred,"Caps building height by storeys for any building that includes residential uses inside the Rockwood Design District, an added ceiling over the table height standard; it binds by geography rather than by zone, so the zone list cannot be narrowed from the passage.",,True
00317,or/multnomah/gresham/4.0400.corridor.txt,485,14,or/multnomah/gresham,"sends the NE Glisan and NE 162nd corridor areas of CMF to the TLDR standards, which are looser than the CMF ones encoded here; applying the base CMF regime to the whole district is the stricter reading and the one this layer takes. That holds for every standard encoded in CMF and not for the one it does not encode. The same note states a density regime -- ""minimum net density for middle housing shall be 12 units per acre and maximum density shall be 25 units per acre for townhouses and 24 units per acre for all other middle housing uses"" -- and CMF carries no density at all, so on that row the base regime is the LOOSER reading rather than the stricter one. It is still not encoded, because the note reaches only ""the areas of CMF along the NE Glisan Street and NE 162nd Avenue corridors"" and nothing here decides which parcels are in them. Writing the floor against all 665 CMF lots would apply a corridor standard to a district, which is a worse error than a check that does not run","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,narrower,some_zones,stricter,inferred,"Middle housing includes a fourplex, and in the NE Glisan and NE 162nd areas of CMF this swaps the whole corridor standards set for the low-density TLDR tables and imposes a 24 units-per-acre maximum density, a wholesale replacement of the encoded values.",CMF,True
00318,or/multnomah/gresham/4.0400.corridor.txt,489,15,or/multnomah/gresham,switches off the minimum net density for affordable housing; a relaxation resting on an election nobody has made,"['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,disagree,reaches,looser,inferred,"Waives the minimum net density, but only where the development is affordable housing, a condition our market-rate pod is not stated to meet; either way it only relaxes a standard.",,False
00319,or/multnomah/gresham/4.0400.corridor.txt,490,16,or/multnomah/gresham,"note 6 offers a density bonus to affordable housing; a relaxation, and one that turns on an election nobody has made","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,disagree,reaches,looser,inferred,"A bonus conditioned on affordable housing; it can only raise allowed density, never tighten it.",,False
00320,or/multnomah/gresham/4.0400.corridor.txt,491,17,or/multnomah/gresham,"note 11 offers a height bonus to affordable housing; a relaxation, and one that turns on an election nobody has made","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,disagree,reaches,looser,inferred,A height bonus conditioned on affordable housing; it can only raise the height ceiling.,,False
00321,or/multnomah/gresham/4.0400.corridor.txt,492,18,or/multnomah/gresham,"sets townhouse height in CMF at a one-storey minimum and a 45-foot maximum; the pod is two storeys at 26 feet, inside both ends. The digest moved because the body used to stop mid-sentence at ""CMU and CMF districts: 1 Story"" -- the block cap cut it three lines short -- and now carries the maximum this reason was already written against","['CC', 'CMF', 'CMU', 'MC', 'RTC', 'SC', 'SC-RJ']","['max_density_du_per_acre', 'max_height_ft', 'max_height_stories', 'min_density_du_per_acre', 'min_density_du_per_acre [unit_lots]', 'min_frontage_ft', 'min_lot_sqft', 'parking_min_per_unit', 'setback_front_ft', 'setback_front_max_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_street_side_ft']",80,disagree,reaches,stricter,inferred,"Replaces the table height standard for townhouses with a 45-foot maximum and, in every district other than CMU and CMF, a new minimum of two storeys that the base table does not impose; our 26-foot two-storey pod only just satisfies it, so dismissing this hides a live constraint.",,True
00322,or/multnomah/gresham/4.1100.downtown.txt,312,2,or/multnomah/gresham,"hotel and motel conversion to an emergency shelter or to affordable housing, and the sentence that multi-family is otherwise not permitted in DRL-1. The marker is on the Multi- Family/Shared Housing Facility row. The pod reads the Quadplex row, which carries only the L1 in DCC and DTM, and the Townhouse row, which is a bare P in all six sub-districts, and Gresham's multi-family category is five or more units","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,narrower,some_zones,stricter,inferred,"The table preamble says these notes state limitations on cells marked limited, and this one sits on the DRL-1 fourplex value: outside a hotel or motel conversion, multi-family residential development is barred in DRL-1, a use prohibition that would otherwise call a DRL-1 parcel buildable.",DRL-1,True
00323,or/multnomah/gresham/4.1100.downtown.txt,314,3,or/multnomah/gresham,"affordable housing development is permitted, marked on the Affordable Housing row. The pod reads the Quadplex row, which carries only the L1 in DCC and DTM, and the Townhouse row, which is a bare P in all six sub-districts. A pod that qualified as affordable housing would gain a permission, never lose one","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,disagree,reaches,stricter,unclear,"Read alone it sounds permissive, but the table preamble states these notes describe limitations on use categories marked as limited, so a fourplex cell carrying this note may be allowed only as affordable housing; the passage does not show which cells carry it, so direction and zone list are both unresolved.",,True
00324,or/multnomah/gresham/4.1100.downtown.txt,315,4,or/multnomah/gresham,"a cross-reference to the auto sales and service limits in the Outdoor Commercial configuration. The pod reads the Quadplex row, which carries only the L1 in DCC and DTM, and the Townhouse row, which is a bare P in all six sub-districts","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,"Points at limits on auto sales and service, a commercial use we are not proposing.",,False
00325,or/multnomah/gresham/4.1100.downtown.txt,316,5,or/multnomah/gresham,"a 5,000 square foot floor-area cap on Clinics and Business and Retail Service and Trade in DRL-1, with a frontage condition on N Main Avenue or NW Ava Avenue. Commercial rows. The pod reads the Quadplex row, which carries only the L1 in DCC and DTM, and the Townhouse row, which is a bare P in all six sub-districts","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,Caps floor area of Clinics and Business and Retail Service and Trade uses; our pod is an all-residential fourplex with no commercial floor area.,,False
00326,or/multnomah/gresham/4.1100.downtown.txt,319,6,or/multnomah/gresham,"the same cap at 7,500 square feet in DRL-2, on the same two commercial rows. The pod reads the Quadplex row, which carries only the L1 in DCC and DTM, and the Townhouse row, which is a bare P in all six sub-districts","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,Same commercial floor-area cap for DRL-2; it governs non-residential uses we do not have.,,False
00327,or/multnomah/gresham/4.1100.downtown.txt,322,7,or/multnomah/gresham,"structured parking only, marked on the Commercial Parking row. That row is the parking *use category* -- a lot whose business is parking -- not the accessory stalls a dwelling provides, which Section 9.0800 governs. The pod reads the Quadplex row, which carries only the L1 in DCC and DTM, and the Townhouse row, which is a bare P in all six sub-districts","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,disagree,reaches,stricter,unclear,"The note is a bare parking restriction and the passage does not show which use row carries mark 7, so I cannot rule out that it forces structured parking on a use we would build - our parking is a surface court, so if it reaches, it binds hard; flagging rather than waving away.",,True
00328,or/multnomah/gresham/4.1100.downtown.txt,323,8,or/multnomah/gresham,"the frontage and site-coverage conditions on Outdoor Commercial in DCL. The pod reads the Quadplex row, which carries only the L1 in DCC and DTM, and the Townhouse row, which is a bare P in all six sub-districts","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,Limits the Outdoor Commercial use category in DCL; not a residential standard.,,False
00329,or/multnomah/gresham/4.1100.downtown.txt,337,9,or/multnomah/gresham,"the conditions on a Manufacturing use: it must accompany an allowed retail use, occupy no more than 10,000 or 20,000 square feet, and emit nothing detectable at the property line. The pod reads the Quadplex row, which carries only the L1 in DCC and DTM, and the Townhouse row, which is a bare P in all six sub-districts","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,Conditions on manufacturing uses only.,,False
00330,or/multnomah/gresham/4.1100.downtown.txt,346,10,or/multnomah/gresham,"what the prohibition on warehousing and storage as a stand-alone use does not preclude. Marked on the Warehousing/Storage row. The pod reads the Quadplex row, which carries only the L1 in DCC and DTM, and the Townhouse row, which is a bare P in all six sub- districts","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,Clarifies the warehousing/storage/distribution prohibition for other uses; nothing about a dwelling.,,False
00331,or/multnomah/gresham/4.1100.downtown.txt,350,11,or/multnomah/gresham,golf courses are not permitted,"['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,Prohibits golf courses.,,False
00332,or/multnomah/gresham/4.1100.downtown.txt,351,12,or/multnomah/gresham,"schools in an existing commercial space against schools in new construction, marked on the Schools row","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,Review path for schools only.,,False
00333,or/multnomah/gresham/4.1100.downtown.txt,353,13,or/multnomah/gresham,"electrical generating facilities and sewage treatment plants are not available through Special Use Review. Marked on the Parks, Open Spaces and Trails row","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,"Concerns major basic utilities (the row marked L/SUR13), not housing.",,False
00334,or/multnomah/gresham/4.1100.downtown.txt,354,14,or/multnomah/gresham,"permitted as an accessory use to Medical and Civic Uses through Special Use Review, marked on the Helicopter Landing Facilities row","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,"Mark 14 sits on the Helicopter Landing Facilities row in the passage, so this is about that use, not our building.",,False
00335,or/multnomah/gresham/4.1100.downtown.txt,355,15,or/multnomah/gresham,"a cross-reference to Section 10.0900 for additional standards, marked on the Renewable Energy Uses category heading","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,disagree,reaches,neither,unclear,"A bare cross-reference to Section 10.0900 whose use row is not visible in the passage and whose contents I cannot see, so I cannot confirm it misses a fourplex; it moves no number itself, but it should be read rather than dropped.",,False
00336,or/multnomah/gresham/4.1100.downtown.txt,356,16,or/multnomah/gresham,"a cross-reference to the Solar Energy System standards, marked on that row","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,Governs the Solar Energy Systems use category.,,False
00337,or/multnomah/gresham/4.1100.downtown.txt,357,17,or/multnomah/gresham,"a cross-reference to the Wind Energy System standards, marked on that row","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,Governs the Wind Energy Systems use category.,,False
00338,or/multnomah/gresham/4.1100.downtown.txt,358,18,or/multnomah/gresham,"a cross-reference to the Biomass Energy System standards, marked on that row","['DCC', 'DCL', 'DEM', 'DMU', 'DRL-1', 'DRL-2', 'DTM']",['quadplex_allowed'],7,agree,not_ours,,clear,Governs the Biomass Energy Systems use category.,,False
